                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.45651,                 0.2821,                0.95288,                0.91883,                 0.9936,                0.98023,                0.86369,                0.58437,                0.30314,                0.95053,             0.00028475,             0.00028475,             0.00028475
                    158,                0.45504,                0.28255,                0.95462,                0.91588,                0.99273,                0.97945,                0.86134,                 0.5894,                0.29875,                0.95877,             0.00027856,             0.00027856,             0.00027856
                    159,                0.45479,                 0.2839,                0.95077,                0.91332,                0.99167,                0.97861,                0.86334,                0.58772,                0.29994,                0.95158,             0.00027237,             0.00027237,             0.00027237
                    160,                0.45065,                0.27914,                 0.9527,                0.90536,                0.98699,                0.97879,                0.85844,                0.58819,                0.30608,                0.96084,             0.00026619,             0.00026619,             0.00026619
                    161,                0.45754,                0.28066,                0.94859,                 0.9143,                0.98515,                0.97996,                0.85928,                0.59412,                0.31282,                0.96549,                0.00026,                0.00026,                0.00026
                    162,                0.44659,                0.28238,                 0.9434,                0.91351,                 0.9926,                0.97886,                0.86513,                 0.5853,                0.29252,                0.95849,             0.00025381,             0.00025381,             0.00025381
                    163,                0.44428,                0.27059,                0.94583,                0.92244,                0.98636,                 0.9797,                0.86374,                0.59039,                0.30021,                0.96452,             0.00024762,             0.00024762,             0.00024762
                    164,                0.44797,                0.27596,                0.94889,                0.92057,                0.98218,                 0.9784,                0.85932,                0.59145,                0.30335,                0.97122,             0.00024144,             0.00024144,             0.00024144
                    165,                0.44997,                0.28544,                0.95321,                0.91837,                0.98129,                0.97763,                0.86086,                0.58679,                0.30011,                0.96454,             0.00023525,             0.00023525,             0.00023525
                    166,                0.44719,                0.27455,                0.94611,                0.92355,                0.98124,                0.97814,                0.86197,                0.58601,                0.29764,                0.96458,             0.00022906,             0.00022906,             0.00022906
                    167,                0.43885,                 0.2745,                0.94486,                 0.9274,                 0.9819,                0.97971,                0.86369,                0.58657,                0.29467,                0.96738,             0.00022288,             0.00022288,             0.00022288
                    168,                0.43561,                0.27034,                0.94359,                0.91826,                0.99286,                0.97942,                0.86377,                0.58959,                0.29593,                0.97466,             0.00021669,             0.00021669,             0.00021669
                    169,                0.42825,                0.26556,                0.93481,                0.92926,                0.97797,                0.97886,                0.86363,                0.58414,                0.29968,                 0.9694,              0.0002105,              0.0002105,              0.0002105
                    170,                 0.4302,                0.26752,                0.94169,                0.91765,                0.99105,                0.97879,                0.86034,                0.58969,                 0.3022,                0.97358,             0.00020431,             0.00020431,             0.00020431
                    171,                0.43341,                0.26446,                0.94198,                0.92216,                0.97673,                0.97851,                0.85979,                0.58902,                0.30889,                0.96942,             0.00019813,             0.00019813,             0.00019813
                    172,                0.43222,                0.26059,                0.94474,                0.92177,                0.96855,                0.97884,                0.86067,                0.59267,                0.30205,                0.97399,             0.00019194,             0.00019194,             0.00019194
                    173,                0.42713,                0.26524,                0.94299,                0.90475,                0.98816,                0.97931,                0.86024,                0.58947,                 0.3091,                0.96897,             0.00018575,             0.00018575,             0.00018575
                    174,                0.42527,                0.26198,                0.94146,                0.90199,                0.98936,                0.97754,                0.86133,                0.58733,                0.31286,                0.96294,             0.00017956,             0.00017956,             0.00017956
                    175,                 0.4283,                0.26541,                0.94652,                0.90415,                0.99301,                0.97829,                 0.8602,                0.58031,                 0.3073,                0.95694,             0.00017338,             0.00017338,             0.00017338
                    176,                0.41685,                0.25995,                0.93842,                0.90268,                0.98923,                0.97705,                0.86151,                0.58006,                0.30885,                0.96142,             0.00016719,             0.00016719,             0.00016719
                    177,                0.41911,                0.25787,                0.94091,                0.91884,                0.98548,                0.97973,                0.86285,                0.58259,                0.30496,                0.96228,               0.000161,               0.000161,               0.000161
                    178,                0.43027,                0.26779,                0.93977,                0.91054,                0.98686,                0.97836,                0.85993,                0.58945,                0.30423,                0.96989,             0.00015481,             0.00015481,             0.00015481
                    179,                0.42145,                0.26137,                0.93805,                0.91727,                 0.9825,                0.97994,                0.86357,                0.59429,                0.30716,                0.97496,             0.00014862,             0.00014862,             0.00014862
                    180,                0.41881,                0.25743,                0.93735,                0.91448,                0.98329,                0.97842,                0.86137,                 0.5929,                0.30423,                0.97691,             0.00014244,             0.00014244,             0.00014244
                    181,                0.41859,                0.25785,                0.93644,                0.90828,                0.98621,                0.97909,                0.86107,                0.58924,                0.30238,                0.96912,             0.00013625,             0.00013625,             0.00013625
                    182,                0.41675,                0.25684,                0.94161,                0.90697,                 0.9751,                0.97888,                0.85772,                0.59438,                0.31234,                0.97251,             0.00013006,             0.00013006,             0.00013006
                    183,                0.41487,                0.25936,                0.93284,                0.90946,                0.97346,                0.97903,                0.86018,                0.59526,                0.32011,                0.97154,             0.00012387,             0.00012387,             0.00012387
                    184,                0.41433,                0.25694,                0.93878,                0.90112,                0.97654,                0.97776,                0.85802,                0.59294,                0.31703,                0.97045,             0.00011769,             0.00011769,             0.00011769
                    185,                 0.4141,                0.25003,                0.93312,                0.90348,                0.98417,                0.97838,                0.85708,                0.59528,                0.30685,                0.97635,              0.0001115,              0.0001115,              0.0001115
                    186,                0.40183,                0.24917,                0.92806,                0.91091,                0.97664,                0.97751,                0.85514,                0.59318,                0.30683,                0.97831,             0.00010531,             0.00010531,             0.00010531
                    187,                0.40803,                0.25287,                0.93378,                0.90785,                0.97249,                0.97744,                0.85798,                0.59121,                0.30816,                0.97991,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    188,                0.40505,                0.25368,                0.93169,                0.91211,                0.97936,                0.97774,                0.85795,                0.59324,                0.30719,                0.98253,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    189,                0.40895,                 0.2488,                0.93257,                0.90888,                0.98055,                0.97884,                0.85564,                0.59431,                0.30781,                0.97892,              8.675e-05,              8.675e-05,              8.675e-05
                    190,                0.39537,                0.24996,                0.93087,                0.91833,                0.97374,                0.97897,                0.85623,                0.59329,                0.30517,                 0.9804,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    191,                0.38103,                0.21649,                0.92276,                0.91526,                 0.9637,                 0.9793,                0.85411,                0.60084,                0.31506,                0.98729,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    192,                0.36663,                0.20742,                0.92186,                0.90215,                0.97535,                0.97866,                0.85146,                0.59987,                0.32413,                0.98614,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    193,                0.36423,                0.20145,                0.90713,                0.90218,                0.97754,                0.97903,                0.85622,                0.60044,                0.32247,                0.98807,                6.2e-05,                6.2e-05,                6.2e-05
                    194,                 0.3611,                 0.2029,                0.91495,                0.90756,                0.97343,                0.97856,                0.85596,                0.60067,                0.32859,                0.98568,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    195,                0.35789,                0.19987,                0.91914,                0.90634,                0.97235,                0.97886,                0.85872,                0.60034,                0.32908,                0.98504,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    196,                 0.3533,                0.19999,                0.90779,                0.90677,                0.97381,                0.97847,                 0.8581,                0.59879,                0.32823,                0.98455,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    197,                 0.3537,                0.19822,                0.90896,                0.91115,                 0.9731,                0.97825,                0.85546,                0.59773,                0.32787,                0.98495,              3.725e-05,              3.725e-05,              3.725e-05
                    198,                0.35207,                0.19268,                0.90839,                0.91505,                 0.9728,                0.97832,                0.85498,                0.59581,                 0.3259,                0.98516,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    199,                0.34828,                0.19518,                0.90131,                0.91891,                0.96794,                0.97842,                0.85628,                0.59529,                0.32558,                 0.9857,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    200,                0.34621,                0.19597,                0.91125,                0.91834,                0.96779,                0.97828,                0.85602,                0.59525,                0.32876,                0.98567,             1.8688e-05,             1.8688e-05,             1.8688e-05
