                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.51121,                0.27244,                0.97458,                0.98425,                0.99234,                0.99174,                 0.8656,                 0.5538,                0.22197,                0.93916,             0.00021607,             0.00021607,             0.00021607
                    156,                0.50789,                0.26832,                 0.9705,                0.98339,                0.99234,                0.99156,                0.86426,                0.56042,                0.22044,                0.94157,             0.00021157,             0.00021157,             0.00021157
                    157,                0.51445,                0.25874,                0.98173,                0.98663,                0.99262,                0.99123,                0.84756,                 0.5606,                0.21866,                0.94488,             0.00020707,             0.00020707,             0.00020707
                    158,                0.51735,                 0.2762,                0.99027,                0.98458,                0.99234,                0.99141,                0.85826,                0.56144,                0.22121,                0.94814,             0.00020257,             0.00020257,             0.00020257
                    159,                0.50952,                0.29422,                0.97704,                0.98699,                 0.9911,                0.99121,                0.85812,                0.56274,                0.22195,                0.94822,             0.00019807,             0.00019807,             0.00019807
                    160,                0.49877,                 0.2594,                 0.9654,                0.98146,                0.98996,                0.99209,                0.84737,                0.56079,                0.22308,                 0.9465,             0.00019357,             0.00019357,             0.00019357
                    161,                0.49846,                0.26881,                0.97233,                0.98166,                0.99162,                0.99117,                0.85434,                0.56128,                0.21982,                0.94637,             0.00018907,             0.00018907,             0.00018907
                    162,                 0.4973,                0.26277,                0.96441,                0.98462,                0.99239,                0.99168,                0.85329,                0.56111,                0.22064,                0.94994,             0.00018457,             0.00018457,             0.00018457
                    163,                0.49548,                 0.2566,                0.96192,                 0.9872,                0.99124,                0.99237,                0.85784,                0.55519,                0.21396,                0.94278,             0.00018007,             0.00018007,             0.00018007
                    164,                0.50886,                0.27401,                0.97737,                0.98174,                0.99139,                0.99214,                0.85735,                0.55687,                0.21731,                0.94614,             0.00017557,             0.00017557,             0.00017557
                    165,                0.51523,                0.26627,                0.97002,                0.98012,                0.99249,                  0.992,                0.85997,                0.56086,                 0.2223,                0.94703,             0.00017107,             0.00017107,             0.00017107
                    166,                0.49978,                0.26119,                0.96651,                0.97875,                0.99265,                0.99123,                0.85844,                0.56051,                 0.2249,                0.94362,             0.00016657,             0.00016657,             0.00016657
                    167,                0.48891,                0.24976,                0.95906,                0.97679,                0.99273,                0.99182,                0.85559,                0.55714,                0.22672,                0.94314,             0.00016207,             0.00016207,             0.00016207
                    168,                0.49146,                0.26194,                0.95779,                0.97966,                0.99244,                0.99162,                0.85706,                0.56083,                0.22536,                0.94351,             0.00015758,             0.00015758,             0.00015758
                    169,                0.48355,                0.25572,                0.96107,                0.98256,                0.99331,                0.99177,                0.85805,                0.56106,                0.22325,                0.94505,             0.00015308,             0.00015308,             0.00015308
                    170,                0.48403,                0.25271,                 0.9586,                0.98374,                0.99234,                0.99104,                0.85727,                0.56341,                0.22505,                0.94621,             0.00014858,             0.00014858,             0.00014858
                    171,                0.49025,                0.24797,                0.95987,                0.98133,                0.99234,                0.99128,                0.85915,                0.56348,                0.22393,                0.94773,             0.00014408,             0.00014408,             0.00014408
                    172,                0.50018,                0.25668,                0.96737,                 0.9891,                0.99109,                0.99186,                0.85985,                0.56062,                0.22142,                0.94486,             0.00013958,             0.00013958,             0.00013958
                    173,                0.49591,                0.26019,                0.96581,                0.98283,                0.99331,                 0.9917,                0.87397,                0.56489,                0.22221,                0.94764,             0.00013508,             0.00013508,             0.00013508
                    174,                0.49032,                0.25558,                0.96485,                0.98093,                0.99359,                0.99198,                0.84742,                0.56934,                 0.2191,                0.94897,             0.00013058,             0.00013058,             0.00013058
                    175,                0.48687,                0.24653,                0.96238,                0.98259,                 0.9936,                0.99221,                0.86098,                0.56677,                0.21577,                0.94761,             0.00012608,             0.00012608,             0.00012608
                    176,                0.48581,                0.25273,                0.96055,                0.98361,                0.99331,                0.99211,                 0.8638,                0.56332,                0.21452,                 0.9434,             0.00012158,             0.00012158,             0.00012158
                    177,                 0.4769,                0.24594,                0.95382,                0.98503,                0.99331,                0.99198,                0.85501,                0.56139,                0.21442,                0.94291,             0.00011708,             0.00011708,             0.00011708
                    178,                0.48779,                0.26423,                0.95996,                 0.9795,                0.99331,                0.99199,                0.84983,                 0.5637,                0.21895,                0.94836,             0.00011258,             0.00011258,             0.00011258
                    179,                0.48245,                0.25216,                0.96193,                0.98587,                0.99331,                0.99191,                0.85463,                0.55705,                0.21648,                0.94164,             0.00010808,             0.00010808,             0.00010808
                    180,                0.49385,                0.25897,                0.96275,                0.98914,                 0.9935,                0.99228,                0.86461,                0.55357,                0.21387,                0.94165,             0.00010358,             0.00010358,             0.00010358
                    181,                0.48087,                0.24837,                0.95457,                0.98523,                0.99331,                0.99256,                0.85884,                0.55922,                0.21125,                0.94493,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    182,                0.47656,                0.24344,                0.96584,                0.98934,                0.99331,                0.99227,                0.86352,                0.56012,                0.21194,                0.94381,             9.4581e-05,             9.4581e-05,             9.4581e-05
                    183,                0.48229,                0.25207,                0.96498,                0.98551,                0.99331,                0.99254,                0.86407,                0.55755,                0.20816,                0.94369,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    184,                0.50016,                0.24985,                0.96321,                0.98353,                0.99331,                0.99253,                0.86222,                0.55793,                 0.2079,                0.94397,             8.5582e-05,             8.5582e-05,             8.5582e-05
                    185,                0.47102,                0.23396,                0.95556,                0.98307,                0.99331,                0.99258,                0.84951,                  0.561,                0.20948,                0.94553,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    186,                0.47826,                0.24844,                0.96041,                0.98286,                0.99331,                 0.9925,                 0.8591,                 0.5608,                0.20902,                 0.9453,             7.6583e-05,             7.6583e-05,             7.6583e-05
                    187,                0.47478,                0.24467,                0.95547,                0.98401,                0.99331,                0.99264,                0.84985,                0.56076,                0.21026,                  0.948,             7.2084e-05,             7.2084e-05,             7.2084e-05
                    188,                 0.4706,                0.24096,                0.94604,                0.98004,                0.99331,                0.99252,                0.84921,                0.56156,                0.21443,                0.94577,             6.7584e-05,             6.7584e-05,             6.7584e-05
                    189,                0.47896,                0.28486,                0.95863,                0.98333,                0.99331,                 0.9924,                0.84961,                0.56121,                0.21145,                0.94589,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    190,                0.47406,                0.23749,                0.95105,                0.98514,                0.99324,                0.99253,                0.84728,                0.56179,                0.20915,                0.94606,             5.8585e-05,             5.8585e-05,             5.8585e-05
                    191,                 0.4576,                  0.217,                0.96587,                0.98369,                0.99346,                0.99216,                0.84413,                 0.5638,                0.21259,                0.95228,             5.4086e-05,             5.4086e-05,             5.4086e-05
                    192,                0.44103,                 0.2091,                0.94954,                0.98336,                0.99168,                0.99119,                0.83737,                0.55941,                0.21418,                0.94803,             4.9586e-05,             4.9586e-05,             4.9586e-05
                    193,                0.44186,                0.23066,                0.95606,                0.98283,                0.99339,                0.99119,                 0.8346,                0.55984,                 0.2135,                0.94995,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    194,                0.44063,                0.19992,                0.95849,                0.98263,                0.99336,                0.99115,                0.83785,                0.56177,                0.21543,                0.95136,             4.0587e-05,             4.0587e-05,             4.0587e-05
                    195,                0.43308,                0.20268,                0.94501,                0.98164,                0.99342,                0.99102,                0.83812,                0.56029,                 0.2163,                0.94957,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    196,                0.43549,                0.19977,                0.94524,                0.98155,                0.99341,                0.99097,                0.83733,                0.56114,                0.21341,                0.94921,             3.1588e-05,             3.1588e-05,             3.1588e-05
                    197,                  0.463,                 0.2334,                 0.9972,                0.98203,                0.99356,                0.99089,                0.83794,                0.56007,                0.21261,                0.94689,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    198,                 0.4291,                0.19345,                0.94264,                0.98232,                0.99221,                0.99073,                0.83902,                 0.5588,                0.21409,                0.94481,             2.2589e-05,             2.2589e-05,             2.2589e-05
                    199,                0.42856,                0.19562,                0.94495,                0.98164,                0.99188,                0.99087,                0.83801,                0.56065,                0.21471,                 0.9457,             1.8089e-05,             1.8089e-05,             1.8089e-05
                    200,                0.43173,                0.19225,                0.94845,                0.98159,                0.99351,                0.99092,                0.83819,                0.56076,                0.21506,                0.94653,              1.359e-05,              1.359e-05,              1.359e-05
